,outcome,nestingvariable,phylogeny,contrast lower,contrast upper
410,perc_won,dimorphic ovulation_signs,no,-0.339617605,-0.218591775
411,perc_won,no dimorphic ovulation_signs,yes,0.120004585,1.3676022
412,perc_won,dimorphic ovulation_signs,yes,-0.80073825,-0.091090579
413,strict,no dimorphic ovulation_signs,no,-0.026313477,1.36739645
414,strict,dimorphic ovulation_signs,no,-0.402432135,0.169958325
415,strict,no dimorphic ovulation_signs,yes,-0.05980094,1.30011435
416,strict,dimorphic ovulation_signs,yes,-0.47557546,0.17982121
417,relaxed,no dimorphic ovulation_signs,no,-0.302762795,0.911470755
418,relaxed,dimorphic ovulation_signs,no,0.000909149,0.824723505
419,relaxed,no dimorphic ovulation_signs,yes,-2.1456341,-0.857408965
420,relaxed,dimorphic ovulation_signs,yes,-0.70534358,0.353948785
421,perc_won,no dimorphic sexualreceptivity_hours,no,-1.04629365,-0.816247755
422,perc_won,dimorphic sexualreceptivity_hours,no,0.144838105,0.301248875
423,perc_won,no dimorphic sexualreceptivity_hours,yes,-2.27888165,-0.829316965
424,perc_won,dimorphic sexualreceptivity_hours,yes,0.42414657,1.4214122
425,strict,no dimorphic sexualreceptivity_hours,no,-1.96889935,-0.336029275
426,strict,dimorphic sexualreceptivity_hours,no,-0.237081245,0.57448826
427,strict,no dimorphic sexualreceptivity_hours,yes,-1.94493655,-0.3432665
428,strict,dimorphic sexualreceptivity_hours,yes,-0.253355065,0.59718146
429,relaxed,no dimorphic sexualreceptivity_hours,no,-1.2393953,0.056781896
430,relaxed,dimorphic sexualreceptivity_hours,no,-0.29803912,0.527394375
431,relaxed,no dimorphic sexualreceptivity_hours,yes,-2.8414898,-1.2250105
432,relaxed,dimorphic sexualreceptivity_hours,yes,-0.469592235,0.542401385
