"","outcome","continuouspredictor","phylogeny","estimate lower","estimate upper","association_present"
"323","strict male dominance","ovulation_signs Exaggerated minus Absent","No",-0.0288858394493498,0.270808568343909,"not"
"324","strict male dominance","ovulation_signs Present minus Absent","No",-0.0886243376338015,0.205183016839661,"not"
"325","strict male dominance","ovulation_signs Present minus Exaggerated","No",-0.199169987349577,0.0772206619567197,"not"
"326","strict male dominance","ovulation_signs Exaggerated minus Absent","Yes",-0.0380934216413567,0.294644271269672,"not"
"327","strict male dominance","ovulation_signs Present minus Absent","Yes",-0.118178524579081,0.209074170240254,"not"
"328","strict male dominance","ovulation_signs Present minus Exaggerated","Yes",-0.227592037805568,0.0821793730898876,"not"
"329","perc_won","Strata_Wilman G minus Ar","No",-0.30853547748475,-0.22298737824264,"confident"
"330","perc_won","Strata_Wilman S minus Ar","No",-0.290448508654122,-0.21004365510432,"confident"
"331","perc_won","Strata_Wilman S minus G","No",-0.0214417850854209,0.0488194178639315,"not"
"332","perc_won","Strata_Wilman G minus Ar","Yes",-0.712502793248224,-0.446637616301867,"confident"
"333","perc_won","Strata_Wilman S minus Ar","Yes",-0.316171480040844,0.0662146758789622,"not"
"334","perc_won","Strata_Wilman S minus G","Yes",0.277811144346255,0.643816197590351,"confident"
"335","strict three way","Strata_Wilman G minus Ar","No",-0.345221764776587,-0.0403583361960895,"confident"
"336","strict three way","Strata_Wilman S minus Ar","No",-0.264797042091101,-0.013826639739098,"confident"
"337","strict three way","Strata_Wilman S minus G","No",-0.0932588083288085,0.20905987750595,"not"
"338","strict three way","Strata_Wilman G minus Ar","Yes",-0.362815165172687,-0.0457833531477662,"confident"
"339","strict three way","Strata_Wilman S minus Ar","Yes",-0.258096733054251,0.0100586245346502,"not"
"340","strict three way","Strata_Wilman S minus G","Yes",-0.0787957743880463,0.246303832777215,"not"
"341","strict female dominance","Strata_Wilman G minus Ar","No",-0.0687819276290227,0.177455953571188,"not"
"342","strict female dominance","Strata_Wilman S minus Ar","No",-0.134182528387398,0.0468531830415541,"not"
"343","strict female dominance","Strata_Wilman S minus G","No",-0.217019380405464,0.0244741884285338,"not"
"344","strict female dominance","Strata_Wilman G minus Ar","Yes",-0.345410654875163,0.115888305552976,"not"
"345","strict female dominance","Strata_Wilman S minus Ar","Yes",-0.394085810597509,0.0531328043242594,"not"
"346","strict female dominance","Strata_Wilman S minus G","Yes",-0.295114061519852,0.18767187098921,"not"
"347","strict male dominance","Strata_Wilman G minus Ar","No",0.0327888825008858,0.343163681766978,"confident"
"348","strict male dominance","Strata_Wilman S minus Ar","No",-0.0168470513618189,0.252434672650877,"not"
"349","strict male dominance","Strata_Wilman S minus G","No",-0.224986476401247,0.0888806998924455,"not"
"350","strict male dominance","Strata_Wilman G minus Ar","Yes",0.020053763983372,0.339351648038449,"confident"
"351","strict male dominance","Strata_Wilman S minus Ar","Yes",-0.0251295606648637,0.234238984934556,"not"
"352","strict male dominance","Strata_Wilman S minus G","Yes",-0.236870185545429,0.0797999698552256,"not"
"353","perc_won","origin provisioned minus captive","No",-0.581598094011953,-0.290341285190461,"confident"
"354","perc_won","origin wild minus captive","No",-0.00707033408534027,0.0539248629470311,"not"
"355","perc_won","origin wild minus provisioned","No",0.313384181602282,0.602317332646933,"confident"
"356","perc_won","origin provisioned minus captive","Yes",0.115831610114916,0.508354840865638,"confident"
"357","perc_won","origin wild minus captive","Yes",0.249473156763205,0.455531138431113,"confident"
"358","perc_won","origin wild minus provisioned","Yes",-0.137252075368835,0.244410501769818,"not"
"359","strict three way","origin provisioned minus captive","No",-0.258791861429902,0.139292238835394,"not"
"360","strict three way","origin wild minus captive","No",-0.0487901890100222,0.198653215277285,"not"
"361","strict three way","origin wild minus provisioned","No",-0.0610558680488939,0.332631532404958,"not"
"362","strict three way","origin provisioned minus captive","Yes",-0.2596547990942,0.158609472798685,"not"
"363","strict three way","origin wild minus captive","Yes",-0.0325692574411368,0.217495595301623,"not"
"364","strict three way","origin wild minus provisioned","Yes",-0.074679947011462,0.34574989391511,"not"
"365","strict female dominance","origin provisioned minus captive","No",0.0562035652886183,0.404112699673133,"confident"
"366","strict female dominance","origin wild minus captive","No",-0.147878618577447,0.0111993370780981,"not"
"367","strict female dominance","origin wild minus provisioned","No",-0.464318300996845,-0.130115798980873,"confident"
"368","strict female dominance","origin provisioned minus captive","Yes",-0.29910326395424,0.205223828292145,"not"
"369","strict female dominance","origin wild minus captive","Yes",-0.34919506153037,0.0650381438934047,"not"
"370","strict female dominance","origin wild minus provisioned","Yes",-0.338405653887063,0.1659699945886,"not"
"371","strict male dominance","origin provisioned minus captive","No",-0.139880072639611,0.247425997981074,"not"
"372","strict male dominance","origin wild minus captive","No",-0.228623166633915,0.0129703163658027,"not"
"373","strict male dominance","origin wild minus provisioned","No",-0.342039950821204,0.0189669929812522,"not"
"374","strict male dominance","origin provisioned minus captive","Yes",-0.144433961927616,0.254681659664103,"not"
"375","strict male dominance","origin wild minus captive","Yes",-0.248049510236101,0.0145236298920875,"not"
"376","strict male dominance","origin wild minus provisioned","Yes",-0.376360477315611,0.0250038779976042,"not"
"377","perc_won","fissionfusion Yes minus No","No",-0.100255549196057,-0.0366323058707493,"confident"
"378","perc_won","fissionfusion Yes minus No","Yes",0.0466375682961205,0.400101952143915,"confident"
"379","strict three way","fissionfusion Yes minus No","No",-0.228531886299533,0.044300215172797,"not"
"380","strict three way","fissionfusion Yes minus No","Yes",-0.248586232449899,0.0487246493626659,"not"
"381","strict female dominance","fissionfusion Yes minus No","No",0.0158332869115363,0.22100136375815,"confident"
"382","strict female dominance","fissionfusion Yes minus No","Yes",-0.254641623536502,0.207322524536007,"not"
"383","strict male dominance","fissionfusion Yes minus No","No",-0.0486532265282263,0.231001648454119,"not"
"384","strict male dominance","fissionfusion Yes minus No","Yes",-0.0354014796552379,0.260104106867217,"not"
"385","perc_won","between_groupconflict Unbiased minus Malebiased","No",-0.0309015466623625,0.102621047898519,"not"
"386","perc_won","between_groupconflict Unbiased minus Malebiased","Yes",-0.335510531578726,0.328142704550936,"not"
"387","strict three way","between_groupconflict Unbiased minus Malebiased","No",0.0227326737299015,0.381750843067767,"confident"
"388","strict three way","between_groupconflict Unbiased minus Malebiased","Yes",0.0178571720796763,0.363911823175051,"confident"
"389","strict female dominance","between_groupconflict Unbiased minus Malebiased","No",0.00710533757036776,0.301984052755775,"confident"
"390","strict female dominance","between_groupconflict Unbiased minus Malebiased","Yes",-0.203006262695424,0.30845870467366,"not"
"391","strict male dominance","between_groupconflict Unbiased minus Malebiased","No",-0.373994045317942,-0.0295943149009636,"confident"
"392","strict male dominance","between_groupconflict Unbiased minus Malebiased","Yes",-0.377702512023828,-0.0213035789206458,"confident"
